Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
Vakilsearch,,,,,,,2021,Oct,,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",Legal Services,Chennai,,$10000000,,2010,Hrishikesh Datar,InCorp India,Unknown,10000000.0,16.118095750958314,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple! Legal Services",india s largest legal compliance tax services platform and trusted partner in making legal simple legal services,24,326,59
Cloudphysician,,,,,,,2021,Oct,,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,Hospital & Health Care,Bangalore,,$4000000,,2017,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,Pre-series A,4000000.0,15.201805169084134,Cloudphysician is a healthtech company that is transforming the delivery of critical care. Hospital & Health Care,cloudphysician is a healthtech company that is transforming the delivery of critical care hospital health care,8,285,26
Wiggles.in,,,,,,,2021,Oct,,Wiggles India is a preventative healthcare brand for all things pets!,Veterinary,Pune,,$5500000,,2018,Anushka Iyer,Anthill Ventures,Pre-series A,5500000.0,15.520258832020865,Wiggles India is a preventative healthcare brand for all things pets! Veterinary,wiggles india is a preventative healthcare brand for all things pets veterinary,101,508,26
Avanti Finance,,,,,,,2021,Oct,,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,Financial Services,Bangalore,,$15000000,,2017,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",Series A2,15000000.0,16.52356082573315,A digital platform to make financial services accessible to 100 million unserved and underserved households across India Financial Services,a digital platform to make financial services accessible to 100 million unserved and underserved households across india financial services,8,224,42
Vanity Wagon,,,,,,,2021,Oct,,Vanity Wagon is India's first true information oriented clean beauty marketplace.,Consumer Goods,New Delhi,,$700000,,2018,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,Pre-series A,700000.0,13.45883704259595,Vanity Wagon is India's first true information oriented clean beauty marketplace. Consumer Goods,vanity wagon is india s first true information oriented clean beauty marketplace consumer goods,81,116,26
Purplle,,,,,,,2021,Oct,,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,E-commerce,Mumbai,,$70000000,,2012,"Rahul Dash, Manish Taneja",Kedaara,Unknown,70000000.0,18.064005814299346,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users. E-commerce,purplle com is one of india s largest e beauty destinations with more than 7 million monthly active users e commerce,77,172,59
Wallmantra,,,,,,,2021,Oct,,WallMantra is a well reputed wall decoration online store in India.,Arts & Crafts,Noida,,$Undisclosed,,2013,Shivam Agarwal,Velocity,Unknown,,,WallMantra is a well reputed wall decoration online store in India. Arts & Crafts,wallmantra is a well reputed wall decoration online store in india arts crafts,86,38,59
MFine,,,,,,,2021,Sep,,"MFine aims to make access to trusted healthcare simple, fast, and effective.",Hospital & Health Care,Bangalore,,$48000000,,2017,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",Series C,48000000.0,17.6867115897055,"MFine aims to make access to trusted healthcare simple, fast, and effective. Hospital & Health Care",mfine aims to make access to trusted healthcare simple fast and effective hospital health care,8,285,46
Aquatein,,,,,,,2021,Sep,,India's First Protein Water in 21g and 10g Variants with BCAA.,Food & Beverages,Mumbai,,$Undisclosed,,2019,"Ananth B Prabhala, Mitisha Mehta",Eaglewings Ventures,Seed,,,India's First Protein Water in 21g and 10g Variants with BCAA. Food & Beverages,india s first protein water in 21g and 10g variants with bcaa food beverages,77,234,30
Mentza,,,,,,,2021,Sep,,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",E-learning,Mumbai,,$400000,,2020,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,Seed,400000.0,12.899222326086994,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform E-learning",make great conversations accessible to everyone through a vibrant small safe and easy real time audio platform e learning,77,174,30
ConnectedH,,,,,,,2021,Sep,,Connect different sectors of healthcare system and give the patients complete control over their information.,Hospital & Health Care,Gurugram,,$2300000,,2018,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",Seed,2300000.0,14.648420115681892,Connect different sectors of healthcare system and give the patients complete control over their information. Hospital & Health Care,connect different sectors of healthcare system and give the patients complete control over their information hospital health care,43,285,30
CredAvenue,,,,,,,2021,Sep,,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,FinTech,Chennai,,$90000000,,2017,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",Series A,90000000.0,18.31532023940565,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value. FinTech,credavenue is an organization on a mission to deepen and power the 120trillion global enterprise debt market which would unlock a gdp multiplier and thus create massive economic value fintech,24,221,39
Vedantu,,,,,,,2021,Sep,,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,E-learning,Bangalore,,$100000000,,2011,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,Series E,100000000.0,18.420680753952364,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results. E-learning,vedantu is a live online learning platform that brings together students and teachers to achieve best results e learning,8,174,50
Exotel,,,,,,,2021,Sep,,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",Telecommunications,Bangalore,,$35000000,,2011,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",Series C,35000000.0,17.370858648025116,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc. Telecommunications",asia s largest customer engagement platform streamlining customer interactions for swiggy ola flipkart gojek etc telecommunications,8,485,46
Fantasy Akhada,,,,,,,2021,Sep,,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,sports,Gurugram,,$2000000,,2020,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,Series A,2000000.0,14.508658238524095,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform. sports,fantasy akhada is one of india s fastest growing fantasy sports platform sports,43,528,39
Meesho,,,,,,,2021,Sep,,Meesho is India’s largest marketplace for longtail products.,Social commerce,Bangalore,,$570000000,,2015,"Sanjeev Barnwal, Vidit Aatrey","Fidelity, B Capital",Unknown,570000000.0,20.161146920547257,Meesho is India’s largest marketplace for longtail products. Social commerce,meesho is india s largest marketplace for longtail products social commerce,8,445,59
PumPumPum,,,,,,,2021,Sep,,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,Automotive,Gurugram,,$Undisclosed,,2018,Tarun Lawadia,LC Nueva AIF,Unknown,,,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates. Automotive,pumpumpum is empowering millennials with a smart car subscription model we provide monthly subscription of pre owned cars at affordable rates automotive,43,46,59
Cusmat,,,,,,,2021,Sep,,CUSMAT is India’s largest immersive skilling and training platform.,Computer Software,Hyderabad,,$100000,,2016,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,Pre-series A,100000.0,11.51293546492023,CUSMAT is India’s largest immersive skilling and training platform. Computer Software,cusmat is india s largest immersive skilling and training platform computer software,47,109,26
Homeville,,,,,,,2021,Sep,,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,Information Technology & Services,Mumbai,,$7000000,,2017,Madhusudan Sharma,"9Unicorns, Varanium NexGen Fund",Unknown,7000000.0,15.76142084987672,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost. Information Technology & Services,a technology company focused on helping people buy their first home with down payment assistance at zero interest cost information technology services,77,299,59
Coinshift,,,,,,,2021,Sep,,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,Blockchain,Chandigarh,,$2500000,,2021,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",Seed,2500000.0,14.731801689838349,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily Blockchain,coinshift helps businesses and decentralised autonomous organisations dao s manage their crypto easily blockchain,22,81,30
Strip Finance,,,,,,,2021,Sep,,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,Financial Services,Hyderabad,,$400000,,2021,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",Seed,400000.0,12.899222326086994,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery. Financial Services,collateralised nft defi liquidity protocol with interest rate discovery financial services,47,224,30
Ola Electric,,,,,,,2021,Sep,,Charging ahead to accelerate the world’s transition to sustainable mobility.,Automotive,Bangalore,,$200000000,,2017,Bhavish Aggarwal,"Falcon Edge, Softbank",Unknown,200000000.0,19.11382792951231,Charging ahead to accelerate the world’s transition to sustainable mobility. Automotive,charging ahead to accelerate the world s transition to sustainable mobility automotive,8,46,59
