Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Month,Industry/ Vertical,Sub-Vertical,Industry/Vertical,City,Investor Name,Amount(in USD),Investment Type,Founding Date,Founders,Investors,Investment Stage,Amount_Numeric,Amount_Log,Combined_Description,Cleaned_Description,City_Encoded,Industry/Vertical_Encoded,Investment Stage_Encoded
Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,"600,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,"300,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,"250,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,"100,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,Strategic Investment,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"160,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
,,,,,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
,,,,,,,2015,Aug,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"1,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,,Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"5,600,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"2,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"1,500,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,,Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"100,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"20,000,000",Series B,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,,Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"100,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"100,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"20,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,,Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"4,500,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"30,000,000",Series C,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"250,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"100,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,,Strategic Funding,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"2,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"3,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"350,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"3,000,000",Series B,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"25,000,000",Series B,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"5,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"500,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"10,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"2,500,000",Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,000,0000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"600,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"150,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Powerstores,ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners  William Bissell,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"1,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Intelligent Interfaces,Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,,Yet to Launch platform,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,"3,500,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
JetSetGo,Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia,Private Equity,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,"200,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,"3,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
BookEventz,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Deal Street Asia,Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,"1,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"22,500,000",Series B,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"2,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,"1,200,000",Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
STAGE 3,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,"30,000,000",Series B (includes Debt financing),2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"1,700,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Eatfresh,Online marketplace for Chef Meals,Bangalore,Kalaari Capital,Private Equity,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"1,200,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
The News Minute,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"200,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"2,000,000",Pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Peppertap,Hyperlocal  Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,"4,000,000",part of $40M Series B round,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
KOOH Sports,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"2,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
RentOnGo,"Bike, Appliances Renting marketplace",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Industrybuying,Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Zapr,Reward points mobile app,Gurgaon,Dinesh Agarwal,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,"3,000,000",Additional investment from parent company,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
PlanetGogo,Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Arya.ai,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"750,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"500,000",pre-Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
MobieFit,Mobile Fitness App,Goa,Medi Assist,Private Equity,"1,000,000",Strategic Investment,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures,Private Equity,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Mech Mocha,Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"1,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Shotang.com,B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"5,000,000",Series A,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
CityFurnish,Furniture and appliances rental platform,Gurgaon,Jitendra Gupta,Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"303,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Kolabro,Real Estate focused Tech platform,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,,,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Canvera,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,"2,200,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Town Essentials,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"1,000,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Bumper,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,"500,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Hotify,New Curation Mobile App,Bangalore,Mahavir Pratap Sharma,Seed Funding,"150,000",,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
MobiKwik,Mobile Wallet,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"6,600,000",Additional Funding,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Intelligent Interfaces,Interface development platform for Government officials,Bangalore,Yuvraj Singh,Seed Funding,,Yet to Launch,2015,Dec,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Faaya,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
InstaBounce,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Chloroplast Foods,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Dealwithus,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
CleverSharks,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Leaf,,,Group of Angel Investors,SeedFunding,"16,600",At the 10 minute million event,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
SmartPocket,,,"Sol Primero, Rajiv Mehta",SeedFunding,"250,000",For mobile app,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
Yumist,,,Orios Venture Partner,Private Equity,"1,000,000",,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
NowFloats,,,Omidyar Network,Private Equity,,Series A,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
FirstCry,,,Valiant Capital Partners,Private Equity,"26,000,000",Series D,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
HolaChef,,,India Quotient,SeedFunding,"325,000",,2015,Feb,,,Unknown,Unknown,,,,,,,Unknown,,, ,,144,501,59
